35,35,35,35,3,3,4,25,43,43,43,25,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,29,30,31,22,33,17,33,24,29,31
35,35,35,35,3,3,22,25,43,43,43,25,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,29,30,31,22,33,33,33,24,29,31
35,35,35,35,3,3,22,25,25,25,25,25,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,29,30,31,22,33,33,33,24,29,31
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,29,30,31,40,41,41,41,42,29,31
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,29,30,30,12,12,12,12,12,30,31
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,29,30,30,30,30,30,30,30,30,31
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,47,48,48,48,48,48,48,48,48,49
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,11,12,12,12,12,12,12,12,13,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,29,30,48,48,48,48,48,30,31,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,29,31,23,5,5,5,6,29,31,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,29,31,4,23,23,23,24,29,31,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,29,31,22,43,43,43,24,29,31,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,29,31,22,43,43,43,24,29,31,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,29,31,40,41,41,41,42,29,31,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,29,30,12,12,12,12,12,30,31,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
19,19,19,20,3,3,22,23,23,23,23,23,23,23,23,47,48,48,48,48,48,48,48,49,23,23,23,23,23,23,11,12,12,12,12,12,12,12,12,12
37,37,37,38,3,3,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,29,30,30,30,48,48,48,48,48,48
46,46,39,39,3,3,22,23,23,23,23,23,23,23,23,25,25,25,25,25,23,23,23,23,23,23,23,23,23,23,29,30,30,31,3,3,3,3,3,3
46,46,39,39,3,3,22,23,23,23,23,23,23,23,23,25,43,43,43,25,23,23,23,23,23,23,23,23,23,23,29,30,30,31,3,3,3,3,46,46
39,39,39,39,3,3,22,23,23,23,23,23,23,23,23,25,43,43,43,25,23,23,23,23,23,23,23,23,23,23,29,30,30,31,3,3,3,3,46,46
