3,3,3,3,3,3,3,3,3,3,3,18,19,20,39,39,39,39,3,3,3,3,3,3,3,3,3,3,3,3,3,39,39,46,46,18,19,19,19,19
3,3,3,3,3,3,3,3,3,3,3,18,19,20,39,39,39,39,3,3,3,3,3,3,3,3,3,3,3,3,3,39,39,46,46,18,19,19,19,19
3,3,3,3,3,3,3,3,3,3,3,18,19,20,39,39,39,39,3,3,3,3,3,3,3,3,3,3,3,3,3,39,39,39,39,18,19,19,19,19
3,3,3,3,3,3,3,3,3,3,3,18,19,20,39,39,39,39,3,3,3,3,3,3,3,3,3,3,3,3,3,39,39,39,39,18,19,19,19,19
1,1,1,1,1,1,1,1,7,7,7,19,19,20,39,39,39,39,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,19,19,19,19
19,19,19,19,19,19,19,19,7,7,7,19,19,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,19,19,19,19
19,19,19,19,19,19,19,19,7,7,7,19,19,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,19,19,19,19
37,37,37,37,19,19,19,37,7,7,7,37,37,38,3,3,3,14,15,15,15,15,15,15,15,15,15,15,16,3,3,3,3,3,3,18,19,19,19,19
21,21,39,39,18,19,20,3,3,3,3,3,3,3,3,3,3,32,33,33,33,33,33,33,33,33,33,33,34,3,3,3,3,3,3,18,19,19,19,19
21,21,39,39,18,19,20,3,3,3,3,3,3,3,3,3,3,32,33,33,33,33,33,33,33,33,33,33,34,3,3,3,3,3,3,35,35,35,35,35
39,39,39,39,18,19,20,3,3,3,3,3,3,3,3,3,3,32,33,33,33,33,33,33,33,33,33,33,34,3,3,3,3,3,3,35,35,35,35,35
39,39,39,39,18,19,20,3,3,3,3,3,3,3,3,3,3,32,33,33,33,33,33,33,33,33,33,33,34,3,3,3,3,3,3,35,35,35,35,35
39,39,39,39,18,19,20,3,3,3,3,3,3,3,3,3,3,32,33,33,33,33,33,33,33,33,33,33,34,3,3,3,3,3,3,18,19,19,19,19
39,39,39,39,18,19,20,3,3,3,3,3,3,3,3,3,3,32,33,33,33,33,33,33,33,33,33,33,34,3,3,3,3,3,3,18,19,19,19,19
39,39,39,39,35,35,35,3,3,3,3,3,3,3,3,3,3,32,33,33,33,33,33,33,33,33,33,33,34,3,3,3,3,3,3,18,19,19,19,19
39,39,39,39,35,35,35,3,3,3,3,3,3,3,3,3,3,32,33,33,33,33,33,33,33,33,33,33,34,3,3,3,3,3,3,18,19,19,19,19
39,39,39,39,35,35,35,3,3,3,3,3,3,3,3,3,3,50,51,51,51,51,51,51,51,51,51,51,52,3,3,3,3,3,3,18,19,19,19,19
39,39,39,39,18,19,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,19,19,19,19
46,46,39,39,18,19,20,46,46,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,19,19,19,19
46,46,39,39,18,19,20,46,46,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,19,19,19,19
